t,mn_production_max,mn_inventory,mn_backlog,mn_production,mn_allocation,dr_shipment_received,dr_inventory,dr_backlog,dr_orders_from_hc
0,800,0.0,900.0,800.0,0.0,0.0,500.0,0.0,609.0
1,800,0.0,900.0,500.0,0.0,0.0,0.0,0.0,194.0
2,800,800.0,1267.0,800.0,533.0,0.0,0.0,900.0,298.0
3,800,767.0,884.0,484.0,383.0,0.0,0.0,900.0,388.0
4,800,1184.0,814.0,730.0,757.0,533.0,533.0,1267.0,499.0
5,800,911.0,0.0,-330.0,814.0,383.0,596.0,884.0,401.0
6,800,827.0,0.0,730.0,461.0,757.0,1012.0,814.0,377.0
7,800,36.0,0.0,-330.0,0.0,814.0,1253.0,0.0,261.0
8,800,766.0,0.0,730.0,479.0,461.0,1018.0,0.0,0.0
9,800,-43.0,0.0,-330.0,0.0,0.0,421.0,0.0,0.0
10,800,687.0,0.0,730.0,0.0,479.0,900.0,0.0,0.0
11,800,357.0,0.0,-330.0,0.0,0.0,900.0,0.0,0.0
12,800,1087.0,0.0,730.0,0.0,0.0,900.0,0.0,0.0
13,800,757.0,0.0,-330.0,0.0,0.0,900.0,0.0,0.0
14,800,1487.0,0.0,730.0,177.0,0.0,900.0,0.0,177.0
15,40,980.0,0.0,-330.0,216.0,0.0,723.0,0.0,216.0
16,40,1494.0,0.0,40.0,199.0,177.0,684.0,0.0,199.0
17,40,965.0,0.0,40.0,215.0,216.0,701.0,0.0,215.0
18,40,790.0,0.0,40.0,202.0,199.0,685.0,0.0,202.0
19,40,628.0,0.0,40.0,206.0,215.0,698.0,0.0,206.0
20,40,462.0,0.0,40.0,202.0,202.0,694.0,0.0,202.0
21,40,300.0,0.0,40.0,202.0,206.0,698.0,0.0,202.0
22,40,138.0,61.0,40.0,138.0,202.0,698.0,0.0,199.0
23,40,40.0,237.0,40.0,32.0,202.0,701.0,0.0,208.0
24,40,48.0,470.0,40.0,32.0,138.0,631.0,61.0,204.0
25,40,56.0,808.0,40.0,35.0,32.0,459.0,237.0,197.0
26,40,61.0,1206.0,40.0,36.0,32.0,294.0,470.0,201.0
27,40,65.0,1635.0,40.0,37.0,35.0,128.0,808.0,218.0
28,40,68.0,2023.0,40.0,37.0,36.0,36.0,1206.0,200.0
29,40,71.0,2444.0,40.0,39.0,37.0,46.0,1635.0,281.0
30,40,72.0,2826.0,40.0,38.0,37.0,52.0,2023.0,373.0
31,40,74.0,3243.0,40.0,39.0,39.0,59.0,2444.0,448.0
32,40,75.0,3621.0,40.0,39.0,38.0,62.0,2826.0,452.0
33,40,76.0,4034.0,40.0,40.0,39.0,66.0,3243.0,448.0
34,40,76.0,4410.0,40.0,39.0,39.0,69.0,3621.0,452.0
35,40,77.0,4821.0,40.0,40.0,40.0,72.0,4034.0,448.0
36,40,77.0,5196.0,40.0,40.0,39.0,73.0,4410.0,452.0
37,40,77.0,5606.0,40.0,40.0,40.0,74.0,4821.0,448.0
38,40,77.0,5981.0,40.0,39.0,40.0,75.0,5196.0,452.0
39,40,78.0,6390.0,40.0,40.0,40.0,76.0,5606.0,448.0
40,40,78.0,6764.0,40.0,40.0,39.0,76.0,5981.0,452.0
41,40,78.0,7173.0,40.0,40.0,40.0,77.0,6390.0,448.0
42,40,78.0,7547.0,40.0,40.0,40.0,77.0,6764.0,452.0
43,40,78.0,7955.0,40.0,40.0,40.0,77.0,7173.0,448.0
44,40,78.0,8330.0,40.0,39.0,40.0,78.0,7547.0,452.0
45,40,79.0,8738.0,40.0,40.0,40.0,78.0,7955.0,448.0
46,40,79.0,9112.0,40.0,40.0,39.0,77.0,8330.0,452.0
47,40,79.0,9520.0,40.0,40.0,40.0,78.0,8738.0,448.0
48,40,79.0,9894.0,40.0,40.0,40.0,78.0,9112.0,452.0
49,40,79.0,10302.0,40.0,40.0,40.0,78.0,9520.0,448.0
50,40,79.0,10675.0,40.0,40.0,40.0,78.0,9894.0,452.0
