t,mn_production_max,mn_inventory,mn_backlog,mn_production,mn_allocation,dr_shipment_received,dr_inventory,dr_backlog,dr_orders_from_hc
0,800,0.0,900.0,800.0,0.0,0.0,500.0,0.0,589.0
1,800,0.0,900.0,500.0,0.0,0.0,0.0,0.0,209.0
2,800,800.0,1267.0,800.0,533.0,0.0,0.0,900.0,291.0
3,800,767.0,884.0,484.0,383.0,0.0,0.0,900.0,393.0
4,800,1184.0,813.0,729.0,757.0,533.0,533.0,1267.0,485.0
5,800,911.0,0.0,-329.0,813.0,383.0,597.0,884.0,415.0
6,800,827.0,0.0,729.0,456.0,757.0,1010.0,813.0,341.0
7,800,42.0,0.0,-329.0,0.0,813.0,1257.0,0.0,266.0
8,800,771.0,0.0,729.0,447.0,456.0,1011.0,0.0,0.0
9,800,-5.0,0.0,-329.0,0.0,0.0,453.0,0.0,0.0
10,800,724.0,0.0,729.0,0.0,447.0,900.0,0.0,0.0
11,800,395.0,0.0,-329.0,0.0,0.0,900.0,0.0,0.0
12,800,1124.0,0.0,729.0,0.0,0.0,900.0,0.0,0.0
13,800,795.0,0.0,-329.0,0.0,0.0,900.0,0.0,0.0
14,800,1524.0,0.0,729.0,178.0,0.0,900.0,0.0,178.0
15,40,1017.0,0.0,-329.0,195.0,0.0,722.0,0.0,195.0
16,40,1551.0,0.0,40.0,222.0,178.0,705.0,0.0,222.0
17,40,1000.0,0.0,40.0,221.0,195.0,678.0,0.0,221.0
18,40,819.0,0.0,40.0,210.0,222.0,679.0,0.0,210.0
19,40,649.0,0.0,40.0,203.0,221.0,690.0,0.0,203.0
20,40,486.0,0.0,40.0,207.0,210.0,697.0,0.0,207.0
21,40,319.0,0.0,40.0,214.0,203.0,693.0,0.0,214.0
22,40,145.0,45.0,40.0,145.0,207.0,686.0,0.0,190.0
23,40,40.0,222.0,40.0,34.0,214.0,710.0,0.0,211.0
24,40,46.0,424.0,40.0,30.0,145.0,644.0,45.0,187.0
25,40,56.0,758.0,40.0,36.0,34.0,491.0,222.0,193.0
26,40,60.0,1133.0,40.0,36.0,30.0,328.0,424.0,209.0
27,40,64.0,1585.0,40.0,37.0,36.0,155.0,758.0,185.0
28,800,67.0,1954.0,800.0,37.0,36.0,36.0,1133.0,198.0
29,800,70.0,2396.0,800.0,38.0,37.0,42.0,1585.0,221.0
30,800,832.0,2350.0,800.0,448.0,37.0,51.0,1954.0,364.0
31,800,1184.0,2179.0,800.0,646.0,38.0,56.0,2396.0,365.0
32,800,1338.0,1711.0,800.0,703.0,448.0,471.0,2350.0,513.0
33,800,1435.0,1237.0,800.0,775.0,646.0,836.0,2179.0,387.0
34,800,1460.0,0.0,-400.0,1385.0,703.0,1067.0,1711.0,441.0
35,800,875.0,0.0,800.0,664.0,775.0,1226.0,1237.0,113.0
36,800,-189.0,0.0,-400.0,0.0,1385.0,1473.0,0.0,25.0
37,800,611.0,0.0,800.0,0.0,664.0,2112.0,0.0,0.0
38,800,211.0,0.0,-400.0,0.0,0.0,2112.0,0.0,0.0
39,800,1011.0,0.0,800.0,0.0,0.0,2112.0,0.0,0.0
40,800,611.0,0.0,-400.0,0.0,0.0,2112.0,0.0,0.0
