t,mn_production_max,mn_inventory,mn_backlog,mn_production,mn_allocation,dr_shipment_received,dr_inventory,dr_backlog,dr_orders_from_hc
0,800,0.0,900.0,800.0,0.0,0.0,500.0,0.0,618.0
1,800,0.0,900.0,500.0,0.0,0.0,0.0,0.0,202.0
2,800,800.0,1267.0,800.0,533.0,0.0,0.0,900.0,326.0
3,800,767.0,884.0,484.0,383.0,0.0,0.0,900.0,390.0
4,800,1184.0,813.0,729.0,757.0,533.0,533.0,1267.0,510.0
5,800,911.0,0.0,-329.0,813.0,383.0,597.0,884.0,390.0
6,800,827.0,0.0,729.0,458.0,757.0,1015.0,813.0,384.0
7,800,40.0,0.0,-329.0,0.0,813.0,1255.0,0.0,240.0
8,800,769.0,0.0,729.0,521.0,458.0,1024.0,0.0,5.0
9,800,-81.0,0.0,-329.0,0.0,0.0,379.0,0.0,0.0
10,800,648.0,0.0,729.0,0.0,521.0,900.0,0.0,0.0
11,800,319.0,0.0,-329.0,0.0,0.0,900.0,0.0,0.0
12,800,1048.0,0.0,729.0,0.0,0.0,900.0,0.0,0.0
13,800,719.0,0.0,-329.0,0.0,0.0,900.0,0.0,0.0
14,800,1448.0,0.0,729.0,86.0,0.0,900.0,0.0,86.0
15,40,1033.0,0.0,-329.0,211.0,0.0,814.0,0.0,211.0
16,40,1551.0,0.0,40.0,187.0,86.0,689.0,0.0,187.0
17,40,1035.0,0.0,40.0,209.0,211.0,713.0,0.0,209.0
18,40,866.0,0.0,40.0,191.0,187.0,691.0,0.0,191.0
19,40,715.0,0.0,40.0,182.0,209.0,709.0,0.0,182.0
20,40,573.0,0.0,40.0,206.0,191.0,718.0,0.0,206.0
21,40,407.0,0.0,40.0,199.0,182.0,694.0,0.0,199.0
22,40,248.0,0.0,40.0,205.0,206.0,701.0,0.0,205.0
23,40,83.0,143.0,40.0,83.0,199.0,695.0,0.0,226.0
24,40,40.0,325.0,40.0,28.0,205.0,674.0,0.0,210.0
25,40,52.0,632.0,40.0,34.0,83.0,547.0,143.0,198.0
26,40,58.0,984.0,40.0,35.0,28.0,377.0,325.0,205.0
27,800,63.0,1459.0,800.0,38.0,34.0,206.0,632.0,222.0
28,800,65.0,1807.0,800.0,36.0,35.0,35.0,984.0,199.0
29,800,829.0,1844.0,800.0,465.0,38.0,41.0,1459.0,208.0
30,800,1164.0,1589.0,800.0,636.0,36.0,50.0,1807.0,368.0
31,800,1328.0,1191.0,791.0,725.0,465.0,482.0,1844.0,365.0
32,800,1403.0,685.0,294.0,771.0,636.0,828.0,1589.0,535.0
33,800,1423.0,0.0,106.0,878.0,725.0,1033.0,1191.0,269.0
34,800,839.0,0.0,294.0,164.0,771.0,1213.0,685.0,203.0
35,800,781.0,0.0,106.0,0.0,878.0,1421.0,0.0,0.0
36,800,1075.0,0.0,294.0,0.0,164.0,1585.0,0.0,0.0
37,800,1181.0,0.0,106.0,0.0,0.0,1585.0,0.0,0.0
