t,mn_production_max,mn_inventory,mn_backlog,mn_production,mn_allocation,dr_shipment_received,dr_inventory,dr_backlog,dr_orders_from_hc
0,800,0.0,900.0,800.0,0.0,0.0,500.0,0.0,601.0
1,800,0.0,900.0,500.0,0.0,0.0,0.0,0.0,222.0
2,800,800.0,1267.0,800.0,533.0,0.0,0.0,900.0,310.0
3,800,767.0,884.0,484.0,383.0,0.0,0.0,900.0,422.0
4,800,1184.0,810.0,726.0,756.0,533.0,533.0,1267.0,478.0
5,800,912.0,0.0,-326.0,810.0,383.0,601.0,884.0,422.0
6,800,828.0,0.0,726.0,454.0,756.0,1013.0,810.0,353.0
7,800,48.0,0.0,-326.0,0.0,810.0,1256.0,0.0,285.0
8,800,774.0,0.0,726.0,557.0,454.0,1009.0,0.0,0.0
9,800,-109.0,0.0,-326.0,0.0,0.0,343.0,0.0,0.0
10,800,617.0,0.0,726.0,0.0,557.0,900.0,0.0,0.0
11,800,291.0,0.0,-326.0,0.0,0.0,900.0,0.0,0.0
12,800,1017.0,0.0,726.0,0.0,0.0,900.0,0.0,0.0
13,800,691.0,0.0,-326.0,0.0,0.0,900.0,0.0,0.0
14,800,1417.0,0.0,726.0,62.0,0.0,900.0,0.0,62.0
15,40,1029.0,0.0,-326.0,202.0,0.0,838.0,0.0,202.0
16,800,1553.0,0.0,726.0,192.0,62.0,698.0,0.0,192.0
17,800,1035.0,0.0,-326.0,210.0,202.0,708.0,0.0,210.0
18,800,1551.0,0.0,726.0,197.0,192.0,690.0,0.0,197.0
19,800,1028.0,0.0,-326.0,200.0,210.0,703.0,0.0,200.0
20,800,1554.0,0.0,726.0,197.0,197.0,700.0,0.0,197.0
21,800,1031.0,0.0,-326.0,187.0,200.0,703.0,0.0,187.0
22,800,1570.0,0.0,726.0,202.0,197.0,713.0,0.0,202.0
23,800,1042.0,0.0,-326.0,205.0,187.0,698.0,0.0,205.0
24,800,1563.0,0.0,726.0,195.0,202.0,695.0,0.0,195.0
25,800,1042.0,0.0,-326.0,185.0,205.0,705.0,0.0,185.0
26,800,1583.0,0.0,726.0,208.0,195.0,715.0,0.0,208.0
27,800,1049.0,0.0,-326.0,223.0,185.0,692.0,0.0,223.0
28,800,1552.0,0.0,726.0,184.0,208.0,677.0,0.0,184.0
29,800,1042.0,0.0,-326.0,197.0,223.0,716.0,0.0,197.0
30,800,1571.0,0.0,726.0,201.0,184.0,703.0,0.0,201.0
31,800,1044.0,0.0,-326.0,207.0,197.0,699.0,0.0,207.0
32,800,1563.0,0.0,726.0,191.0,201.0,693.0,0.0,191.0
33,800,1046.0,0.0,-326.0,201.0,207.0,709.0,0.0,201.0
34,800,1571.0,0.0,726.0,205.0,191.0,699.0,0.0,205.0
35,800,1040.0,0.0,-326.0,209.0,201.0,695.0,0.0,209.0
36,800,1557.0,0.0,726.0,214.0,205.0,691.0,0.0,214.0
37,800,1017.0,0.0,-326.0,192.0,209.0,686.0,0.0,192.0
38,800,1551.0,0.0,726.0,191.0,214.0,708.0,0.0,191.0
39,800,1034.0,0.0,-326.0,191.0,192.0,709.0,0.0,191.0
40,800,1569.0,0.0,726.0,196.0,191.0,709.0,0.0,196.0
41,800,1047.0,0.0,-326.0,197.0,191.0,704.0,0.0,197.0
42,800,1576.0,0.0,726.0,190.0,196.0,703.0,0.0,190.0
43,800,1060.0,0.0,-326.0,212.0,197.0,710.0,0.0,212.0
44,800,1574.0,0.0,726.0,184.0,190.0,688.0,0.0,184.0
45,800,1064.0,0.0,-326.0,182.0,212.0,716.0,0.0,182.0
46,800,1608.0,0.0,726.0,196.0,184.0,718.0,0.0,196.0
47,800,1086.0,0.0,-326.0,200.0,182.0,704.0,0.0,200.0
48,800,1612.0,0.0,726.0,203.0,196.0,700.0,0.0,203.0
49,800,1083.0,0.0,-326.0,190.0,200.0,697.0,0.0,190.0
50,800,1619.0,0.0,726.0,185.0,203.0,710.0,0.0,185.0
51,800,1108.0,0.0,-326.0,203.0,190.0,715.0,0.0,203.0
52,800,1631.0,0.0,726.0,187.0,185.0,697.0,0.0,187.0
53,800,1118.0,0.0,-326.0,201.0,203.0,713.0,0.0,201.0
54,800,1643.0,0.0,726.0,204.0,187.0,699.0,0.0,204.0
55,800,1113.0,0.0,-326.0,192.0,201.0,696.0,0.0,192.0
56,800,1647.0,0.0,726.0,204.0,204.0,708.0,0.0,204.0
57,800,1117.0,0.0,-326.0,201.0,192.0,696.0,0.0,201.0
58,800,1642.0,0.0,726.0,197.0,204.0,699.0,0.0,197.0
59,800,1119.0,0.0,-326.0,208.0,201.0,703.0,0.0,208.0
60,800,1637.0,0.0,726.0,200.0,197.0,692.0,0.0,200.0
61,800,1111.0,0.0,-326.0,207.0,208.0,700.0,0.0,207.0
62,800,1630.0,0.0,726.0,201.0,200.0,693.0,0.0,201.0
63,800,1103.0,0.0,-326.0,206.0,207.0,699.0,0.0,206.0
64,800,1623.0,0.0,726.0,196.0,201.0,694.0,0.0,196.0
65,800,1101.0,0.0,-326.0,191.0,206.0,704.0,0.0,191.0
66,800,1636.0,0.0,726.0,214.0,196.0,709.0,0.0,214.0
67,800,1096.0,0.0,-326.0,187.0,191.0,686.0,0.0,187.0
68,800,1635.0,0.0,726.0,189.0,214.0,713.0,0.0,189.0
69,800,1120.0,0.0,-326.0,203.0,187.0,711.0,0.0,203.0
70,800,1643.0,0.0,726.0,202.0,189.0,697.0,0.0,202.0
71,800,1115.0,0.0,-326.0,194.0,203.0,698.0,0.0,194.0
72,800,1647.0,0.0,726.0,193.0,202.0,706.0,0.0,193.0
73,800,1128.0,0.0,-326.0,184.0,194.0,707.0,0.0,184.0
74,800,1670.0,0.0,726.0,200.0,193.0,716.0,0.0,200.0
75,800,1144.0,0.0,-326.0,201.0,184.0,700.0,0.0,201.0
76,800,1669.0,0.0,726.0,198.0,200.0,699.0,0.0,198.0
77,800,1145.0,0.0,-326.0,205.0,201.0,702.0,0.0,205.0
78,800,1666.0,0.0,726.0,193.0,198.0,695.0,0.0,193.0
79,800,1147.0,0.0,-326.0,196.0,205.0,707.0,0.0,196.0
