t,mn_production_max,mn_inventory,mn_backlog,mn_production,mn_allocation,dr_shipment_received,dr_inventory,dr_backlog,dr_orders_from_hc
0,800,0.0,900.0,800.0,0.0,0.0,500.0,0.0,583.0
1,800,0.0,900.0,500.0,0.0,0.0,0.0,0.0,205.0
2,800,800.0,1267.0,800.0,533.0,0.0,0.0,900.0,287.0
3,800,767.0,884.0,484.0,383.0,0.0,0.0,900.0,388.0
4,800,1184.0,814.0,730.0,757.0,533.0,533.0,1267.0,493.0
5,800,911.0,0.0,-330.0,814.0,383.0,596.0,884.0,407.0
6,800,827.0,0.0,730.0,460.0,757.0,1010.0,814.0,360.0
7,800,37.0,0.0,-330.0,0.0,814.0,1254.0,0.0,281.0
8,800,767.0,0.0,730.0,457.0,460.0,1010.0,0.0,0.0
9,800,-20.0,0.0,-330.0,0.0,0.0,443.0,0.0,0.0
10,800,710.0,0.0,730.0,0.0,457.0,900.0,0.0,0.0
11,800,380.0,0.0,-330.0,0.0,0.0,900.0,0.0,0.0
12,800,1110.0,0.0,730.0,0.0,0.0,900.0,0.0,0.0
13,800,780.0,0.0,-330.0,0.0,0.0,900.0,0.0,0.0
14,800,1510.0,0.0,730.0,141.0,0.0,900.0,0.0,141.0
15,40,1039.0,0.0,-330.0,193.0,0.0,759.0,0.0,193.0
16,40,1576.0,0.0,40.0,195.0,141.0,707.0,0.0,195.0
17,40,1051.0,0.0,40.0,208.0,193.0,705.0,0.0,208.0
18,40,883.0,0.0,40.0,201.0,195.0,692.0,0.0,201.0
19,40,722.0,0.0,40.0,199.0,208.0,699.0,0.0,199.0
20,40,563.0,0.0,40.0,194.0,201.0,701.0,0.0,194.0
21,40,409.0,0.0,40.0,210.0,199.0,706.0,0.0,210.0
22,40,239.0,0.0,40.0,184.0,194.0,690.0,0.0,184.0
23,40,95.0,104.0,40.0,95.0,210.0,716.0,0.0,199.0
24,40,40.0,293.0,40.0,30.0,184.0,701.0,0.0,219.0
25,40,50.0,555.0,40.0,33.0,95.0,577.0,104.0,191.0
26,40,57.0,908.0,40.0,35.0,30.0,416.0,293.0,199.0
27,40,62.0,1338.0,40.0,37.0,33.0,250.0,555.0,205.0
28,40,65.0,1734.0,40.0,37.0,35.0,80.0,908.0,219.0
29,40,68.0,2153.0,40.0,37.0,37.0,37.0,1338.0,191.0
30,40,71.0,2543.0,40.0,38.0,37.0,48.0,1734.0,340.0
31,40,73.0,2955.0,40.0,39.0,37.0,53.0,2153.0,373.0
32,40,74.0,3341.0,40.0,39.0,38.0,59.0,2543.0,483.0
33,40,75.0,3749.0,40.0,39.0,39.0,63.0,2955.0,417.0
34,40,76.0,4132.0,40.0,40.0,39.0,67.0,3341.0,483.0
35,40,76.0,4538.0,40.0,39.0,39.0,69.0,3749.0,417.0
36,40,77.0,4920.0,40.0,40.0,40.0,72.0,4132.0,483.0
37,40,77.0,5324.0,40.0,40.0,39.0,72.0,4538.0,417.0
38,40,77.0,5706.0,40.0,39.0,40.0,74.0,4920.0,483.0
39,40,78.0,6109.0,40.0,40.0,40.0,75.0,5324.0,417.0
40,40,78.0,6490.0,40.0,40.0,39.0,75.0,5706.0,483.0
41,40,78.0,6892.0,40.0,40.0,40.0,76.0,6109.0,417.0
42,40,78.0,7273.0,40.0,40.0,40.0,77.0,6490.0,483.0
43,40,78.0,7674.0,40.0,40.0,40.0,77.0,6892.0,417.0
44,40,78.0,8055.0,40.0,40.0,40.0,78.0,7273.0,483.0
45,40,78.0,8456.0,40.0,40.0,40.0,78.0,7674.0,417.0
46,40,78.0,8838.0,40.0,39.0,40.0,78.0,8055.0,483.0
47,40,79.0,9239.0,40.0,40.0,40.0,78.0,8456.0,417.0
48,40,79.0,9620.0,40.0,40.0,39.0,77.0,8838.0,483.0
49,40,79.0,10020.0,40.0,40.0,40.0,78.0,9239.0,417.0
50,40,79.0,10401.0,40.0,40.0,40.0,79.0,9620.0,483.0
51,40,79.0,10801.0,40.0,40.0,40.0,79.0,10020.0,417.0
52,40,79.0,11182.0,40.0,40.0,40.0,79.0,10401.0,483.0
53,40,79.0,11582.0,40.0,40.0,40.0,79.0,10801.0,417.0
54,40,79.0,11963.0,40.0,40.0,40.0,79.0,11182.0,483.0
55,40,79.0,12363.0,40.0,40.0,40.0,79.0,11582.0,417.0
56,40,79.0,12744.0,40.0,40.0,40.0,79.0,11963.0,483.0
57,40,79.0,13144.0,40.0,40.0,40.0,79.0,12363.0,417.0
58,40,79.0,13525.0,40.0,40.0,40.0,79.0,12744.0,483.0
59,40,79.0,13925.0,40.0,40.0,40.0,79.0,13144.0,417.0
60,40,79.0,14306.0,40.0,40.0,40.0,79.0,13525.0,483.0
61,40,79.0,14706.0,40.0,40.0,40.0,79.0,13925.0,417.0
62,40,79.0,15087.0,40.0,40.0,40.0,79.0,14306.0,483.0
63,40,79.0,15487.0,40.0,40.0,40.0,79.0,14706.0,417.0
64,40,79.0,15868.0,40.0,40.0,40.0,79.0,15087.0,483.0
65,40,79.0,16268.0,40.0,40.0,40.0,79.0,15487.0,417.0
66,40,79.0,16649.0,40.0,40.0,40.0,79.0,15868.0,483.0
67,40,79.0,17049.0,40.0,40.0,40.0,79.0,16268.0,417.0
68,40,79.0,17431.0,40.0,39.0,40.0,79.0,16649.0,483.0
69,40,80.0,17831.0,40.0,40.0,40.0,79.0,17049.0,417.0
70,40,80.0,18212.0,40.0,40.0,39.0,78.0,17431.0,483.0
71,800,80.0,18611.0,800.0,40.0,40.0,79.0,17831.0,417.0
72,800,80.0,18992.0,800.0,40.0,40.0,80.0,18212.0,483.0
73,800,840.0,19007.0,800.0,424.0,40.0,80.0,18611.0,417.0
74,800,1216.0,18814.0,800.0,614.0,40.0,80.0,18992.0,483.0
75,800,1402.0,18358.0,800.0,705.0,424.0,464.0,19007.0,417.0
76,800,1497.0,17839.0,800.0,753.0,614.0,844.0,18814.0,483.0
77,800,1544.0,17175.0,800.0,774.0,705.0,1122.0,18358.0,399.0
78,800,1570.0,16527.0,800.0,788.0,753.0,1309.0,17839.0,260.0
79,800,1582.0,15783.0,800.0,792.0,774.0,1424.0,17175.0,28.0
