t,mn_production_max,mn_inventory,mn_backlog,mn_production,mn_allocation,dr_shipment_received,dr_inventory,dr_backlog,dr_orders_from_hc
0,800,0.0,900.0,800.0,0.0,0.0,500.0,0.0,597.0
1,800,0.0,900.0,500.0,0.0,0.0,0.0,0.0,197.0
2,800,800.0,1267.0,800.0,533.0,0.0,0.0,900.0,291.0
3,800,767.0,884.0,484.0,383.0,0.0,0.0,900.0,389.0
4,800,1184.0,815.0,731.0,757.0,533.0,533.0,1267.0,502.0
5,800,911.0,0.0,-331.0,815.0,383.0,595.0,884.0,398.0
6,800,827.0,0.0,731.0,464.0,757.0,1011.0,815.0,388.0
7,800,32.0,0.0,-331.0,0.0,815.0,1251.0,0.0,243.0
8,800,763.0,0.0,731.0,484.0,464.0,1024.0,0.0,31.0
9,800,-52.0,0.0,-331.0,0.0,0.0,416.0,0.0,0.0
10,800,679.0,0.0,731.0,0.0,484.0,900.0,0.0,0.0
11,800,348.0,0.0,-331.0,0.0,0.0,900.0,0.0,0.0
12,800,1079.0,0.0,731.0,0.0,0.0,900.0,0.0,0.0
13,800,748.0,0.0,-331.0,0.0,0.0,900.0,0.0,0.0
14,800,1479.0,0.0,731.0,153.0,0.0,900.0,0.0,153.0
15,40,995.0,0.0,-331.0,213.0,0.0,747.0,0.0,213.0
16,40,1513.0,0.0,40.0,210.0,153.0,687.0,0.0,210.0
17,40,972.0,0.0,40.0,207.0,213.0,690.0,0.0,207.0
18,800,805.0,0.0,360.0,187.0,210.0,693.0,0.0,187.0
19,800,658.0,0.0,40.0,215.0,207.0,713.0,0.0,215.0
20,800,803.0,0.0,360.0,204.0,187.0,685.0,0.0,204.0
21,800,639.0,0.0,40.0,200.0,215.0,696.0,0.0,200.0
22,800,799.0,0.0,360.0,209.0,204.0,700.0,0.0,209.0
23,800,630.0,0.0,40.0,214.0,200.0,691.0,0.0,214.0
24,800,776.0,0.0,360.0,216.0,209.0,686.0,0.0,216.0
25,800,600.0,0.0,40.0,209.0,214.0,684.0,0.0,209.0
26,800,751.0,0.0,360.0,198.0,216.0,691.0,0.0,198.0
27,800,593.0,0.0,40.0,212.0,209.0,702.0,0.0,212.0
28,800,741.0,0.0,360.0,205.0,198.0,688.0,0.0,205.0
29,800,576.0,0.0,40.0,200.0,212.0,695.0,0.0,200.0
30,800,736.0,0.0,360.0,198.0,205.0,700.0,0.0,198.0
31,800,578.0,0.0,40.0,181.0,200.0,702.0,0.0,181.0
32,800,757.0,0.0,360.0,204.0,198.0,719.0,0.0,204.0
33,800,593.0,0.0,40.0,212.0,181.0,696.0,0.0,212.0
34,800,741.0,0.0,360.0,188.0,204.0,688.0,0.0,188.0
35,800,593.0,0.0,40.0,218.0,212.0,712.0,0.0,218.0
36,800,735.0,0.0,360.0,192.0,188.0,682.0,0.0,192.0
37,800,583.0,0.0,40.0,210.0,218.0,708.0,0.0,210.0
38,800,733.0,0.0,360.0,194.0,192.0,690.0,0.0,194.0
39,800,579.0,0.0,40.0,214.0,210.0,706.0,0.0,214.0
40,800,725.0,0.0,360.0,205.0,194.0,686.0,0.0,205.0
41,800,560.0,0.0,40.0,214.0,214.0,695.0,0.0,214.0
42,800,706.0,0.0,360.0,220.0,205.0,686.0,0.0,220.0
43,800,526.0,0.0,40.0,187.0,214.0,680.0,0.0,187.0
44,800,699.0,0.0,360.0,207.0,220.0,713.0,0.0,207.0
45,800,532.0,0.0,40.0,201.0,187.0,693.0,0.0,201.0
46,800,691.0,0.0,360.0,201.0,207.0,699.0,0.0,201.0
47,800,530.0,0.0,40.0,200.0,201.0,699.0,0.0,200.0
48,800,690.0,0.0,360.0,199.0,201.0,700.0,0.0,199.0
49,800,531.0,0.0,40.0,194.0,200.0,701.0,0.0,194.0
50,800,697.0,0.0,360.0,192.0,199.0,706.0,0.0,192.0
51,800,545.0,0.0,40.0,202.0,194.0,708.0,0.0,202.0
52,800,703.0,0.0,360.0,197.0,192.0,698.0,0.0,197.0
53,800,546.0,0.0,40.0,201.0,202.0,703.0,0.0,201.0
54,800,705.0,0.0,360.0,207.0,197.0,699.0,0.0,207.0
55,800,538.0,0.0,40.0,203.0,201.0,693.0,0.0,203.0
56,800,695.0,0.0,360.0,199.0,207.0,697.0,0.0,199.0
57,800,536.0,0.0,40.0,188.0,203.0,701.0,0.0,188.0
58,800,708.0,0.0,360.0,179.0,199.0,712.0,0.0,179.0
59,800,569.0,0.0,40.0,197.0,188.0,721.0,0.0,197.0
60,800,732.0,0.0,360.0,200.0,179.0,703.0,0.0,200.0
61,800,572.0,0.0,40.0,192.0,197.0,700.0,0.0,192.0
62,800,740.0,0.0,360.0,186.0,200.0,708.0,0.0,186.0
63,800,594.0,0.0,40.0,209.0,192.0,714.0,0.0,209.0
64,800,745.0,0.0,360.0,201.0,186.0,691.0,0.0,201.0
65,800,584.0,0.0,40.0,190.0,209.0,699.0,0.0,190.0
66,800,754.0,0.0,360.0,197.0,201.0,710.0,0.0,197.0
67,800,597.0,0.0,40.0,196.0,190.0,703.0,0.0,196.0
68,800,761.0,0.0,360.0,201.0,197.0,704.0,0.0,201.0
69,800,600.0,0.0,40.0,187.0,196.0,699.0,0.0,187.0
70,800,773.0,0.0,360.0,200.0,201.0,713.0,0.0,200.0
71,800,613.0,0.0,40.0,200.0,187.0,700.0,0.0,200.0
72,800,773.0,0.0,360.0,198.0,200.0,700.0,0.0,198.0
73,800,615.0,0.0,40.0,206.0,200.0,702.0,0.0,206.0
74,800,769.0,0.0,360.0,199.0,198.0,694.0,0.0,199.0
75,800,610.0,0.0,40.0,187.0,206.0,701.0,0.0,187.0
76,800,783.0,0.0,360.0,205.0,199.0,713.0,0.0,205.0
77,800,618.0,0.0,40.0,189.0,187.0,695.0,0.0,189.0
78,800,789.0,0.0,360.0,196.0,205.0,711.0,0.0,196.0
79,800,633.0,0.0,40.0,205.0,189.0,704.0,0.0,205.0
